order_id,supplier,category,order_date,promised_date,actual_date,ordered_qty,delivered_qty,rejected_qty,base_price,actual_price,complaints,payment_status,delay_days,fulfillment_ratio,rejection_ratio,price_deviation,delay_trend,complaint_frequency,payment_risk
ORD-1898,Alpha Parts,Fasteners,2023-01-02,2023-01-12,2023-01-20,714,714,35,22,22.96566315784993,0,On-Time,8,1.0,0.049019607843137254,0.043893779902269614,8.0,0.0,0
ORD-1279,Alpha Parts,Electronics,2023-01-11,2023-01-25,2023-01-25,989,593,88,20,20.239688993979357,0,On-Time,0,0.5995955510616785,0.14839797639123103,0.011984449698967836,4.0,0.0,0
ORD-1757,Alpha Parts,Electronics,2023-01-13,2023-01-25,2023-02-02,804,562,84,98,98.71453025078264,0,On-Time,8,0.6990049751243781,0.1494661921708185,0.007291125007986166,5.333333333333333,0.0,0
ORD-1219,Alpha Parts,Components,2023-01-26,2023-02-05,2023-02-05,929,650,65,29,32.17225930225895,0,On-Time,0,0.6996770721205597,0.1,0.10938825180203278,2.6666666666666665,0.0,0
ORD-1077,Alpha Parts,Raw Materials,2023-01-29,2023-02-08,2023-02-13,616,616,61,22,24.068775153820507,0,On-Time,5,1.0,0.09902597402597403,0.0940352342645685,4.333333333333333,0.0,0
ORD-1632,Alpha Parts,Fasteners,2023-01-29,2023-02-03,2023-02-08,554,332,49,13,13.308825595315524,0,Delayed,5,0.5992779783393501,0.14759036144578314,0.02375581502427105,3.3333333333333335,0.0,2
ORD-1963,Alpha Parts,Chemicals,2023-02-04,2023-02-17,2023-02-22,461,461,23,80,87.50852966687033,0,On-Time,5,1.0,0.049891540130151846,0.09385662083587913,5.0,0.0,0
ORD-1518,Alpha Parts,Fasteners,2023-02-18,2023-02-27,2023-03-11,193,115,5,38,39.31714386874956,0,On-Time,12,0.5958549222797928,0.043478260869565216,0.03466168075656739,7.333333333333333,0.0,0
ORD-1776,Alpha Parts,Fasteners,2023-02-28,2023-03-07,2023-03-19,986,788,118,65,66.11367512368426,0,On-Time,12,0.7991886409736308,0.14974619289340102,0.017133463441296307,9.666666666666666,0.0,0
ORD-1048,Alpha Parts,Packaging,2023-03-21,2023-04-02,2023-04-14,255,153,15,10,10.338044298945746,0,On-Time,12,0.6,0.09803921568627451,0.03380442989457464,12.0,0.0,0
ORD-1525,Alpha Parts,Fasteners,2023-04-18,2023-04-26,2023-05-04,346,242,24,27,27.699139349278063,0,On-Time,8,0.6994219653179191,0.09917355371900827,0.025894049973261595,10.666666666666666,0.0,0
ORD-1656,Alpha Parts,Components,2023-05-07,2023-05-21,2023-05-29,652,521,78,84,94.0734470685211,0,On-Time,8,0.799079754601227,0.14971209213051823,0.11992198891096553,9.333333333333334,0.0,0
ORD-1088,Alpha Parts,Electronics,2023-05-08,2023-05-16,2023-05-31,816,816,122,88,97.7850867955502,0,On-Time,15,1.0,0.14950980392156862,0.11119416813125227,10.333333333333334,0.0,0
ORD-1586,Alpha Parts,Machinery,2023-05-11,2023-05-23,2023-05-23,413,413,82,74,70.43520320385912,0,Delayed,0,1.0,0.19854721549636803,-0.04817292967757949,7.666666666666667,0.0,2
ORD-1174,Alpha Parts,Chemicals,2023-05-12,2023-05-24,2023-05-24,878,878,131,58,58.64648084170928,0,On-Time,0,1.0,0.1492027334851936,0.011146221408780636,5.0,0.0,0
ORD-1433,Alpha Parts,Machinery,2023-05-26,2023-06-04,2023-06-09,235,164,24,36,36.966042517705546,0,On-Time,5,0.6978723404255319,0.14634146341463414,0.026834514380709606,1.6666666666666667,0.0,0
ORD-1507,Alpha Parts,Packaging,2023-05-26,2023-06-04,2023-06-04,154,154,23,35,35.64213582254791,0,On-Time,0,1.0,0.14935064935064934,0.01834673778708305,1.6666666666666667,0.0,0
ORD-1115,Alpha Parts,Raw Materials,2023-05-28,2023-06-05,2023-06-13,473,331,49,23,25.462924354865507,0,On-Time,8,0.6997885835095138,0.14803625377643503,0.10708366760284813,4.333333333333333,0.0,0
ORD-1811,Alpha Parts,Tools,2023-06-10,2023-06-22,2023-07-04,855,855,171,55,62.25057425568782,0,Under Review,12,1.0,0.2,0.1318286228306877,6.666666666666667,0.0,1
ORD-1190,Alpha Parts,Machinery,2023-06-12,2023-06-19,2023-07-01,443,443,88,89,88.89254331848474,0,On-Time,12,1.0,0.1986455981941309,-0.001207378443991678,10.666666666666666,0.0,0
ORD-1621,Alpha Parts,Electronics,2023-06-19,2023-07-01,2023-07-06,569,341,68,67,73.89164093946546,0,On-Time,5,0.5992970123022847,0.19941348973607037,0.10286031252933524,9.666666666666666,0.0,0
ORD-1962,Alpha Parts,Machinery,2023-06-29,2023-07-06,2023-07-11,174,174,17,44,47.824519869402856,0,On-Time,5,1.0,0.09770114942528736,0.08692090612279219,7.333333333333333,0.0,0
ORD-1109,Alpha Parts,Components,2023-07-08,2023-07-19,2023-07-19,135,108,16,44,41.99715349863781,0,On-Time,0,0.8,0.14814814814814814,-0.045519238667322555,3.3333333333333335,0.0,0
ORD-1868,Alpha Parts,Electronics,2023-07-12,2023-07-21,2023-08-02,567,396,39,30,28.65739419458172,0,On-Time,12,0.6984126984126984,0.09848484848484848,-0.04475352684727601,5.666666666666667,0.0,0
ORD-1210,Alpha Parts,Components,2023-07-26,2023-08-09,2023-08-14,633,379,37,14,15.617142514064968,0,Delayed,5,0.5987361769352291,0.09762532981530343,0.11551017957606913,5.666666666666667,0.0,2
ORD-1583,Alpha Parts,Chemicals,2023-08-26,2023-09-02,2023-09-07,879,879,131,29,33.32563822420109,0,On-Time,5,1.0,0.149032992036405,0.14915993876555492,7.333333333333333,0.0,0
ORD-1820,Alpha Parts,Fasteners,2023-08-28,2023-09-03,2023-09-08,664,531,53,23,26.200948139648503,0,On-Time,5,0.7996987951807228,0.09981167608286252,0.13917165824558708,5.0,0.0,0
ORD-1445,Alpha Parts,Components,2023-09-14,2023-09-22,2023-09-27,121,84,16,53,52.33154991201295,0,On-Time,5,0.6942148760330579,0.19047619047619047,-0.012612265811076358,5.0,0.0,0
ORD-1991,Alpha Parts,Tools,2023-09-22,2023-09-29,2023-10-11,167,116,11,14,14.522962685070723,0,On-Time,12,0.6946107784431138,0.09482758620689655,0.03735447750505167,7.333333333333333,0.0,0
ORD-1373,Alpha Parts,Fasteners,2023-10-13,2023-10-27,2023-11-04,745,596,59,55,61.1586784063925,0,On-Time,8,0.8,0.09899328859060402,0.11197597102531812,8.333333333333334,0.0,0
ORD-1919,Alpha Parts,Raw Materials,2023-10-29,2023-11-03,2023-11-08,872,523,104,78,86.37895227969686,0,On-Time,5,0.5997706422018348,0.1988527724665392,0.10742246512431873,8.333333333333334,0.0,0
ORD-1409,Alpha Parts,Chemicals,2023-11-11,2023-11-17,2023-11-17,182,182,18,52,49.9113899709476,0,On-Time,0,1.0,0.0989010989010989,-0.04016557748177686,4.333333333333333,0.0,0
ORD-1705,Alpha Parts,Raw Materials,2023-12-06,2023-12-19,2023-12-19,214,171,17,57,54.22125183383893,0,On-Time,0,0.7990654205607477,0.09941520467836257,-0.04874996782738724,1.6666666666666667,0.0,0
ORD-1439,Alpha Parts,Raw Materials,2023-12-31,2024-01-08,2024-01-08,800,640,64,89,97.51923133167476,0,On-Time,0,0.8,0.1,0.09572170035589618,0.0,0.0,0
ORD-1935,Alpha Parts,Machinery,2023-12-31,2024-01-06,2024-01-11,292,175,26,65,70.17664342972331,0,On-Time,5,0.5993150684931506,0.14857142857142858,0.07964066814958944,1.6666666666666667,0.0,0
ORD-1990,Alpha Parts,Raw Materials,2023-12-31,2024-01-06,2024-01-11,933,746,149,92,103.54383256199807,0,On-Time,5,0.7995712754555199,0.19973190348525469,0.1254764408912834,3.3333333333333335,0.0,0
ORD-1151,Apex Logistics,Raw Materials,2023-01-11,2023-01-24,2023-01-25,580,580,0,76,85.73056074074009,0,On-Time,1,1.0,0.0,0.12803369395710643,1.0,0.0,0
ORD-1499,Apex Logistics,Components,2023-01-20,2023-02-03,2023-02-03,939,939,0,37,39.72148578510849,0,Delayed,0,1.0,0.0,0.07355366986779707,0.5,0.0,2
ORD-1848,Apex Logistics,Packaging,2023-01-25,2023-02-04,2023-02-04,262,262,0,67,64.61014786978791,0,On-Time,0,1.0,0.0,-0.03566943477928494,0.3333333333333333,0.0,0
ORD-1412,Apex Logistics,Raw Materials,2023-02-21,2023-03-04,2023-03-04,154,154,0,87,90.62305088272178,0,On-Time,0,1.0,0.0,0.04164426301979063,0.0,0.0,0
ORD-1118,Apex Logistics,Tools,2023-03-16,2023-03-29,2023-03-30,490,490,0,22,22.43483562499148,0,On-Time,1,1.0,0.0,0.019765255681430848,0.3333333333333333,0.0,0
ORD-1560,Apex Logistics,Electronics,2023-03-23,2023-04-01,2023-04-01,582,582,0,21,21.677546365866764,0,On-Time,0,1.0,0.0,0.03226411266032209,0.3333333333333333,0.0,0
ORD-1956,Apex Logistics,Chemicals,2023-04-03,2023-04-11,2023-04-11,507,507,0,85,96.26397089109246,0,On-Time,0,1.0,0.0,0.1325173046010877,0.3333333333333333,0.0,0
ORD-1858,Apex Logistics,Raw Materials,2023-04-10,2023-04-16,2023-04-17,641,641,0,12,12.54199109958985,0,On-Time,1,1.0,0.0,0.04516592496582087,0.3333333333333333,0.0,0
ORD-1287,Apex Logistics,Machinery,2023-04-14,2023-04-27,2023-04-27,810,810,0,29,28.410562405338503,0,On-Time,0,1.0,0.0,-0.020325434298672316,0.3333333333333333,0.0,0
ORD-1684,Apex Logistics,Electronics,2023-04-21,2023-04-26,2023-04-26,828,828,0,14,15.803537009865911,0,Delayed,0,1.0,0.0,0.12882407213327937,0.3333333333333333,0.0,2
ORD-1881,Apex Logistics,Components,2023-04-22,2023-04-28,2023-04-28,868,868,0,90,93.2256888303482,0,On-Time,0,1.0,0.0,0.03584098700386894,0.0,0.0,0
ORD-1389,Apex Logistics,Electronics,2023-04-23,2023-04-30,2023-04-30,661,661,0,44,45.33955698663732,0,Under Review,0,1.0,0.0,0.030444476969029986,0.0,0.0,1
ORD-1691,Apex Logistics,Components,2023-04-26,2023-05-02,2023-05-02,515,515,0,93,94.65098376417806,0,Delayed,0,1.0,0.0,0.017752513593312525,0.0,0.0,2
ORD-1801,Apex Logistics,Machinery,2023-05-12,2023-05-18,2023-05-18,576,576,0,78,82.11700438561878,0,On-Time,0,1.0,0.0,0.052782107507933135,0.0,0.0,0
ORD-1057,Apex Logistics,Tools,2023-05-14,2023-05-22,2023-05-22,357,357,0,92,98.21907837910987,0,On-Time,0,1.0,0.0,0.06759867803380297,0.0,0.0,0
ORD-1710,Apex Logistics,Packaging,2023-05-18,2023-05-31,2023-05-31,581,581,0,66,70.56103453303638,0,On-Time,0,1.0,0.0,0.0691065838338845,0.0,0.0,0
ORD-1561,Apex Logistics,Components,2023-05-24,2023-06-04,2023-06-05,189,189,0,92,102.12015898567192,0,On-Time,1,1.0,0.0,0.11000172810512958,0.3333333333333333,0.0,0
ORD-1609,Apex Logistics,Components,2023-06-04,2023-06-13,2023-06-13,145,145,0,99,103.70939515488388,0,On-Time,0,1.0,0.0,0.047569648029130086,0.3333333333333333,0.0,0
ORD-1495,Apex Logistics,Electronics,2023-06-13,2023-06-20,2023-06-20,373,373,0,68,72.91590344355023,0,Delayed,0,1.0,0.0,0.07229269769926816,0.3333333333333333,0.0,2
ORD-1997,Apex Logistics,Components,2023-06-20,2023-06-28,2023-06-28,515,515,0,66,71.45644843305918,1,On-Time,0,1.0,0.0,0.08267346110695727,0.0,1.0,0
ORD-1250,Apex Logistics,Raw Materials,2023-06-27,2023-07-11,2023-07-11,221,221,0,62,64.00863569545264,0,On-Time,0,1.0,0.0,0.032397349926655473,0.0,1.0,0
ORD-1556,Apex Logistics,Raw Materials,2023-06-27,2023-07-07,2023-07-07,417,417,4,30,31.01958960754552,0,Delayed,0,1.0,0.009592326139088728,0.033986320251517314,0.0,1.0,2
ORD-1742,Apex Logistics,Raw Materials,2023-06-27,2023-07-04,2023-07-04,582,582,0,33,34.9373781960073,0,On-Time,0,1.0,0.0,0.058708430182039445,0.0,1.0,0
ORD-1402,Apex Logistics,Fasteners,2023-07-01,2023-07-08,2023-07-09,887,887,0,60,57.945778188433245,1,On-Time,1,1.0,0.0,-0.03423703019277925,0.3333333333333333,2.0,0
ORD-1098,Apex Logistics,Raw Materials,2023-07-16,2023-07-30,2023-07-30,487,487,0,16,16.701646410932195,0,On-Time,0,1.0,0.0,0.0438529006832622,0.3333333333333333,1.0,0
ORD-1576,Apex Logistics,Components,2023-07-18,2023-07-28,2023-07-28,932,932,0,92,95.51466370596914,0,On-Time,0,1.0,0.0,0.0382028663692298,0.3333333333333333,1.0,0
ORD-1022,Apex Logistics,Raw Materials,2023-08-03,2023-08-12,2023-08-12,843,826,0,89,99.59562450347973,0,On-Time,0,0.9798339264531435,0.0,0.11905196071325536,0.0,1.0,0
ORD-1959,Apex Logistics,Tools,2023-08-23,2023-08-28,2023-08-28,793,793,0,42,47.41681003189351,0,On-Time,0,1.0,0.0,0.128971667426036,0.0,1.0,0
ORD-1946,Apex Logistics,Machinery,2023-08-25,2023-09-01,2023-09-01,251,245,0,61,61.5842478785015,0,On-Time,0,0.9760956175298805,0.0,0.009577834073795088,0.0,0.0,0
ORD-1223,Apex Logistics,Machinery,2023-08-29,2023-09-06,2023-09-07,388,388,0,74,76.775426325602,0,Under Review,1,1.0,0.0,0.03750576115678376,0.3333333333333333,0.0,1
ORD-1510,Apex Logistics,Machinery,2023-09-24,2023-09-29,2023-09-29,365,365,0,45,48.47370996894861,0,On-Time,0,1.0,0.0,0.0771935548655247,0.3333333333333333,0.0,0
ORD-1722,Apex Logistics,Chemicals,2023-09-29,2023-10-07,2023-10-07,691,691,0,78,84.07331339697666,0,On-Time,0,1.0,0.0,0.07786299226893152,0.3333333333333333,0.0,0
ORD-1581,Apex Logistics,Packaging,2023-10-04,2023-10-16,2023-10-16,812,812,0,46,46.172912013388085,1,On-Time,0,1.0,0.0,0.003758956812784467,0.0,1.0,0
